0,0,0,2,26-322,0,13,29/10/2003,5,0.333,15,0,0,0,1,1,7.7,abdursh01,39:00:00,3,NOH,3,10,1,1,1,16,ATL,@,L (-5)
0,0,0,4,26-324,1,8,31/10/2003,4,0.308,13,2,1,2,2,1,7.4,abdursh01,29:00:00,2,CHI,6,10,2,0,0,10,ATL,@,L (-6)
0,0,0,2,26-327,1,5,03/11/2003,8,0.615,13,2,0.5,4,4,1,16.9,abdursh01,38:00:00,4,NOH,2,18,4,0,0,9,ATL,0,W (+10)
0,0,0,1,26-329,0,9,05/11/2003,2,0.222,9,4,0.5,8,5,1,3.8,abdursh01,29:00:00,3,GSW,4,8,5,2,3,12,ATL,@,L (-27)
0,0,0,5,26-333,0,9,09/11/2003,6,0.353,17,2,1,2,7,1,10.9,abdursh01,36:00:00,2,SEA,3,14,7,2,2,11,ATL,@,W (+10)
0,0,1,2,26-336,1,4,12/11/2003,7,0.7,10,2,1,2,9,1,17.7,abdursh01,37:00:00,4,PHO,3,16,9,2,1,8,ATL,@,W (+5)
0,0,0,2,26-339,0,3,15/11/2003,3,0.25,12,6,1,6,10,1,4.8,abdursh01,37:00:00,1,NJN,5,12,10,0,1,4,ATL,0,L (-15)
0,0,0,1,26-342,2,8,18/11/2003,8,0.533,15,11,0.917,12,12,1,24.1,abdursh01,35:00:00,3,MIL,2,27,12,0,1,11,ATL,@,W (+8)
0,0,1,0,26-345,0,4,21/11/2003,6,0.462,13,4,0.667,6,13,1,12.4,abdursh01,27:00:00,3,SAS,1,16,13,3,2,7,ATL,@,L (-39)
0,0,1,5,26-346,0,6,22/11/2003,10,0.667,15,6,1,6,14,1,25.9,abdursh01,34:00:00,3,CLE,0,26,14,1,2,9,ATL,0,W (+9)
0,0,1,3,26-348,0,10,24/11/2003,9,0.429,21,8,1,8,15,1,18.6,abdursh01,39:00:00,4,DET,3,26,15,0,3,14,ATL,0,L (-5)
0,0,0,3,26-350,0,11,26/11/2003,13,0.65,20,4,1,4,16,1,24.8,abdursh01,45:00:00,2,TOR,3,30,16,0,2,13,ATL,0,L (-2)
0,0,0,0,26-352,1,8,28/11/2003,11,0.786,14,12,0.923,13,17,1,34.3,abdursh01,36:00:00,4,MIA,2,34,17,3,2,12,ATL,0,W (+12)
0,0,1,4,26-353,0,6,29/11/2003,7,0.538,13,3,1,3,18,1,16.7,abdursh01,36:00:00,4,PHI,1,17,18,1,2,10,ATL,@,L (-12)
0,0,0,2,26-356,0,2,02/12/2003,9,0.6,15,8,1,8,19,1,18,abdursh01,35:00:00,3,MIL,3,26,19,0,4,5,ATL,0,L (-12)
0,0,1,1,26-359,0,8,05/12/2003,3,0.375,8,9,0.9,10,20,1,13.7,abdursh01,35:00:00,4,TOR,1,15,20,0,2,12,ATL,@,L (-5)
0,0,1,2,26-360,0,6,06/12/2003,17,0.63,27,9,0.9,10,21,1,33.3,abdursh01,43:00:00,6,CLE,4,43,21,1,4,12,ATL,@,L (-10)
0,0,0,5,26-363,0,6,09/12/2003,10,0.667,15,2,0.667,3,22,1,20.3,abdursh01,36:00:00,3,DEN,3,22,22,1,2,9,ATL,0,W (+14)
0,0,0,3,26-364,1,12,10/12/2003,3,0.214,14,6,0.75,8,23,1,6.9,abdursh01,37:00:00,3,MEM,3,12,23,0,3,15,ATL,@,L (-13)
0,0,0,2,27-001,0,7,12/12/2003,8,0.571,14,3,0.75,4,24,1,13.2,abdursh01,39:00:00,1,IND,0,19,24,0,3,8,ATL,@,L (-11)
0,0,0,4,27-002,0,5,13/12/2003,10,0.526,19,5,1,5,25,1,17.7,abdursh01,39:00:00,1,ORL,5,25,25,0,1,6,ATL,0,L (-3)
0,0,0,3,27-005,1,5,16/12/2003,5,0.278,18,6,0.857,7,26,1,9.9,abdursh01,34:00:00,4,MIA,3,16,26,1,2,9,ATL,@,L (-18)
0,0,1,4,27-006,0,7,17/12/2003,6,0.375,16,4,0.8,5,27,1,11.2,abdursh01,34:00:00,3,GSW,4,16,27,1,2,10,ATL,0,L (-13)
0,0,0,2,27-008,1,6,19/12/2003,7,0.389,18,7,0.875,8,28,1,12.3,abdursh01,41:00:00,4,SAC,3,21,28,0,4,10,ATL,0,L (-12)
0,0,0,3,27-009,1,7,20/12/2003,6,0.6,10,8,1,8,29,1,20.3,abdursh01,37:00:00,2,NYK,1,20,29,1,2,9,ATL,@,L (-11)
0,0,0,4,27-012,1,3,23/12/2003,8,0.533,15,9,0.75,12,30,1,16.8,abdursh01,38:00:00,1,BOS,2,25,30,1,5,4,ATL,0,W (+5)
0,0,1,1,27-015,1,5,26/12/2003,3,0.333,9,1,1,1,31,1,5.5,abdursh01,24:00:00,1,NOH,0,7,31,0,0,6,ATL,@,L (-30)
0,0,0,4,27-016,1,8,27/12/2003,9,0.529,17,2,1,2,32,1,17.8,abdursh01,40:00:00,4,DET,4,20,32,3,4,12,ATL,0,L (-3)
0,0,0,3,27-019,0,14,30/12/2003,12,0.667,18,1,0.5,2,33,1,21.5,abdursh01,38:00:00,2,WAS,5,25,33,1,2,16,ATL,@,W (+10)
0,0,0,1,27-022,0,6,02/01/2004,5,0.333,15,5,0.714,7,34,1,6.6,abdursh01,36:00:00,0,MIN,4,15,34,0,0,6,ATL,@,L (-18)
0,0,0,2,27-023,0,5,03/01/2004,6,0.316,19,5,0.833,6,35,1,11,abdursh01,36:00:00,6,DEN,2,17,35,1,2,11,ATL,@,W (+8)
0,0,0,1,27-026,0,5,06/01/2004,9,0.5,18,1,0.5,2,36,1,11.9,abdursh01,30:00:00,3,SAC,0,19,36,0,2,8,ATL,@,L (-16)
0,0,0,0,27-029,0,4,09/01/2004,2,0.5,4,3,0.75,4,37,1,4.4,abdursh01,23:00,0,LAL,1,7,37,1,2,4,ATL,@,L (-46)
0,0,1,3,27-030,2,7,10/01/2004,5,0.625,8,5,0.833,6,38,1,10.7,abdursh01,32:00:00,1,UTA,4,15,38,0,5,8,ATL,@,L (-21)
0,0,0,3,27-033,0,7,13/01/2004,9,0.5,18,11,0.917,12,39,1,25.9,abdursh01,43:00:00,3,SAS,5,29,39,3,1,10,ATL,0,W (+9)
0,0,0,2,27-034,0,5,14/01/2004,7,0.467,15,2,1,2,40,1,8.6,abdursh01,36:00:00,2,IND,5,16,40,1,3,7,ATL,@,L (-7)
0,0,0,3,27-037,0,10,17/01/2004,8,0.348,23,4,1,4,41,1,11.4,abdursh01,43:00:00,2,TOR,3,20,41,0,1,12,ATL,0,W (+5)
0,0,0,3,27-039,0,5,19/01/2004,8,0.533,15,16,0.941,17,42,1,24.3,abdursh01,43:00:00,2,IND,5,32,42,1,4,7,ATL,0,L (-3)
0,0,0,2,27-041,0,7,21/01/2004,9,0.5,18,4,1,4,43,1,13.1,abdursh01,40:00:00,4,CHI,3,22,43,0,5,11,ATL,0,W (+10)
0,0,1,1,27-045,0,2,25/01/2004,6,0.353,17,2,1,2,45,1,1.5,abdursh01,35:00:00,1,DET,5,14,45,0,3,3,ATL,@,W (+9)
0,0,0,0,27-047,0,12,27/01/2004,6,0.5,12,4,1,4,46,1,9.5,abdursh01,38:00:00,1,PHO,2,16,46,1,5,13,ATL,0,L (-4)
0,0,1,2,27-049,0,5,29/01/2004,4,0.333,12,5,1,5,47,1,8.9,abdursh01,39:00:00,2,POR,4,13,47,2,2,7,ATL,0,L (-8)
0,0,0,3,27-051,0,8,31/01/2004,5,0.417,12,11,0.917,12,48,1,18.7,abdursh01,41:00:00,4,MIL,2,21,48,0,2,12,ATL,0,W (+10)
0,0,0,0,27-053,0,7,02/02/2004,5,0.357,14,10,1,10,49,1,11.8,abdursh01,38:00:00,3,LAC,4,20,49,0,3,10,ATL,0,L (-6)
0,0,0,5,27-055,0,10,04/02/2004,11,0.524,21,10,1,10,50,1,30.8,abdursh01,44:00:00,4,MIN,3,32,50,1,0,14,ATL,0,W (+8)
0,0,1,3,27-057,1,6,06/02/2004,8,0.667,12,6,0.667,9,51,1,15.8,abdursh01,38:00:00,2,BOS,2,22,51,0,5,8,ATL,@,W (+4)
0,0,1,1,27-058,0,6,07/02/2004,7,0.389,18,6,1,6,52,1,13,abdursh01,40:00:00,3,HOU,2,20,52,1,2,9,ATL,0,L (-9)
0,0,0,3,27-060,1,5,09/02/2004,9,0.474,19,9,0.818,11,53,1,20.9,abdursh01,44:00:00,5,DAL,1,27,53,0,3,10,ATL,0,W (+6)
0,0,1,3,27-063,0,9,12/02/2004,8,0.5,16,4,0.8,5,54,0,17.3,abdursh01,30:00:00,3,DEN,3,20,54,0,0,12,POR,0,L (-9)
0,0,0,1,27-068,1,3,17/02/2004,6,0.462,13,4,0.8,5,55,0,9.4,abdursh01,28:00:00,2,LAL,3,16,55,1,3,5,POR,@,L (-3)
0,0,0,2,27-069,1,2,18/02/2004,5,0.455,11,3,0.75,4,56,1,7.2,abdursh01,38:00:00,2,LAC,2,13,56,1,4,4,POR,0,W (+15)
0,0,0,2,27-072,0,3,21/02/2004,3,0.6,5,3,0.75,4,58,0,6,abdursh01,22:00,2,BOS,5,9,58,1,3,5,POR,0,W (+21)
0,0,0,1,27-074,0,1,23/02/2004,3,0.375,8,3,0.75,4,59,0,7.5,abdursh01,26:00:00,1,MIA,1,9,59,3,1,2,POR,@,W (+8)
0,0,0,3,27-075,1,6,24/02/2004,6,0.545,11,2,1,2,60,1,8.7,abdursh01,43:00:00,2,ORL,5,14,60,0,4,8,POR,@,W (+3)
0,0,0,3,27-078,0,1,27/02/2004,5,0.714,7,5,0.833,6,61,0,11.3,abdursh01,21:00,0,HOU,2,15,61,0,2,1,POR,@,L (-4)
0,0,0,3,27-079,1,5,28/02/2004,6,0.462,13,1,0.5,2,62,0,8.4,abdursh01,32:00:00,0,DAL,2,13,62,0,1,5,POR,@,L (-20)
0,0,0,0,27-083,1,6,03/03/2004,1,0.167,6,2,1,2,63,0,4.7,abdursh01,26:00:00,2,MEM,1,4,63,2,1,8,POR,0,L (-9)
0,0,1,0,27-084,0,0,04/03/2004,4,0.4,10,2,1,2,64,0,1.8,abdursh01,26:00:00,2,DET,3,10,64,0,3,2,POR,0,L (-15)
0,0,0,3,27-086,1,4,06/03/2004,1,0.25,4,4,0.667,6,65,0,4.2,abdursh01,19:00,0,UTA,4,6,65,1,2,4,POR,0,W (+21)
